id_titular,num,nom_via,municipi,provincia,cp,pais,
655847,s/n,Can Comas,Torrelavit,BARCELONA,8775,Spain,
710671,27,Sant Roc,Vilafranca del Penedès,BARCELONA,8720,Spain,
872588,s/n,Les Cots,Viver i Serrateix,BARCELONA,8673,Spain,
632977,s/n,Escardívol,Viver i Serrateix,BARCELONA,8673,Spain,
868170,s/n,La Serra,Rupit i Pruit,BARCELONA,8569,Spain,
634152,25,El Colomer,Rupit i Pruit,BARCELONA,8569,Spain,
434073,s/n,El Llorà,Rupit i Pruit,BARCELONA,8569,Spain,
634152,25,El Colomer,Rupit i Pruit,BARCELONA,8569,Spain,
727822,12,Olot,Manlleu,BARCELONA,8569,Spain,
815084,29,La Paloma,Artés,BARCELONA,8279,Spain,
594722,20,Convent,Santpedor,BARCELONA,8279,Spain,
548278,s/n,Farres,Calonge de Segarra,BARCELONA,8281,Spain,
548278,s/n,Farres,Calonge de Segarra,BARCELONA,8281,Spain,
700575,11,Marianet,Calonge de Segarra,BARCELONA,8281,Spain,
685723,s/n,El Soler,Calonge de Segarra,BARCELONA,8281,Spain,
685723,s/n,El Soler,Calonge de Segarra,BARCELONA,8281,Spain,
633398,,"Ctra. Cardedeu a Cànoves, Km. 4,4",Cànoves i Samalús,BARCELONA,8445,Spain,
890671,s/n,Llado,Casserres,BARCELONA,8693,Spain,
736537,1,Vilar,Castellbell i el Vilar,BARCELONA,8296,Spain,
736537,1,Vilar,Castellbell i el Vilar,BARCELONA,8296,Spain,
379139,40,Constitució,Vilafranca del Penedès,BARCELONA,8729,Spain,
813815,s/n,Cal Marquet,Castellfollit del Boix,BARCELONA,8259,Spain,
690490,s/n,Cal Còdol,Castellfollit del Boix,BARCELONA,8259,Spain,
690490,s/n,Cal Còdol,Castellfollit del Boix,BARCELONA,8259,Spain,
815131,s/n,Cal Paradet,Castellfollit del Boix,BARCELONA,8259,Spain,
841249,s/n,Cal Farre,Castellfollit del Boix,BARCELONA,8259,Spain,
693306,s/n,Can Gel,Dosrius,BARCELONA,8318,Spain,
897160,686,Gran Via de les Corts Catalanes,Barcelona,BARCELONA,8318,Spain,
893197,5,Joan XXIII,Teià,BARCELONA,8318,Spain,
604868,5,Esglesia,Fonollosa,BARCELONA,8259,Spain,
775261,83,Pere III,Manresa,BARCELONA,8259,Spain,
491107,s/n,Clarena,Fonollosa,BARCELONA,8259,Spain,
391160,243,Angel Guimera,Cardedeu,BARCELONA,8450,Spain,
710676,s/n,Casa Marcó,Argençola,BARCELONA,8717,Spain,
637595,s/n,Rectoria,Argençola,BARCELONA,8717,Spain,
849096,10,de Corts,Cornellà del Terri,GIRONA,17844,Spain,
730248,9,"ctra.de Corts,",Cornellà del Terri,GIRONA,17844,Spain,
853748,9,de lladó,Cornellà del Terri,GIRONA,17844,Spain,
589398,,"c. Les Costes, 6",Corçà,GIRONA,17121,Spain,
812144,2,Major,Das,GIRONA,17538,Spain,
433750,,"Major, s/n",Das,GIRONA,17538,Spain,
433799,,"Camí de la Vila, s/n",Das,GIRONA,17538,Spain,
766274,,"del Riu, 8",Esponellà,GIRONA,17832,Spain,
811462,9,Les Anglades,Esponellà,GIRONA,17832,Spain,
796489,s/n,Les Pereres,Fontanals de Cerdanya,GIRONA,17538,Spain,
433864,1,Plaça Major,Fontanals de Cerdanya,GIRONA,17538,Spain,
433944,,Can Pau,Fontanilles,GIRONA,17257,Spain,
434087,,Mas Puig Roig,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
562064,,Mas Llop,Fontanilles,GIRONA,17257,Spain,
677946,11,Juli Garreta,Porqueres,GIRONA,17833,Spain,
433947,s/n,Masó,Fontcoberta,GIRONA,17833,Spain,
648337,27,Puig de la Fontpudosa,Banyoles,GIRONA,17833,Spain,
648337,27,Puig de la Fontpudosa,Banyoles,GIRONA,17833,Spain,
648337,27,Puig de la Fontpudosa,Banyoles,GIRONA,17833,Spain,
633368,,Saga,Ger,GIRONA,17539,Spain,
633368,,Saga,Ger,GIRONA,17539,Spain,
629945,,"Nord, s/n",Isòvol,GIRONA,17539,Spain,
629945,,"Nord, s/n",Isòvol,GIRONA,17539,Spain,
509861,10,Font Moreu,Alp,GIRONA,17537,Spain,
807676,s/n,Can Quera,"Vajol, La",GIRONA,17707,Spain,
807658,s/n,Can Quera,"Vajol, La",GIRONA,17707,Spain,
807651,s/n,Can Quera,"Vajol, La",GIRONA,17707,Spain,
403060,,CAN SORT CALABUIG,Bàscara,GIRONA,17483,Spain,
434050,,Can Cendra,Bescanó,GIRONA,17162,Spain,
434191,,"Trullàs, Vilanna",Bescanó,GIRONA,17162,Spain,
890010,10,Can Camps,Bescanó,GIRONA,17163,Spain,
434097,,Mas Maholà,Beuda,GIRONA,17850,Spain,
434097,,Mas Maholà,Beuda,GIRONA,17850,Spain,
434097,,Mas Maholà,Beuda,GIRONA,17850,Spain,
875924,,Can Maholà,Beuda,GIRONA,17850,Spain,
434088,,Can Felicià,Beuda,GIRONA,17850,Spain,
817621,,D'Aravo,Bolvir,GIRONA,17539,Spain,
828761,,"D'aravo, s/n",Bolvir,GIRONA,17539,Spain,
844708,s/n,d'Aravó,Bolvir,GIRONA,17539,Spain,
806657,,la Bruguera d'Orfes,Vilademuls,GIRONA,17747,Spain,
813912,s/n,El Sunyer,Camprodon,GIRONA,17867,Spain,
844859,2,Roc d'Olzinelles i Miquel,Ripoll,GIRONA,17867,Spain,
844864,2,Roc de Olzinelles i Miquel,Ripoll,GIRONA,17867,Spain,
870138,6,Cesar August Torras,Camprodon,GIRONA,17867,Spain,
675883,,Mas Bernador,"Llosses, Les",GIRONA,17515,Spain,
684454,,Mas les Falgoses,"Llosses, Les",GIRONA,17512,Spain,
684454,,Mas les Falgoses,"Llosses, Les",GIRONA,17512,Spain,
816250,s/n,Riera,Maià de Montcal,GIRONA,17851,Spain,
816247,s/n,Riera,Maià de Montcal,GIRONA,17851,Spain,
711931,,Veïnat de Moixons,Molló,GIRONA,17868,Spain,
879951,s/nº,"Mas Vallmajor, Barri St. Eudald de Jou",Montagut i Oix,GIRONA,17855,Spain,
789948,,barrid'Oix,Montagut i Oix,GIRONA,17856,Spain,
403030,,Mas Oliva Giberta,Montagut i Oix,GIRONA,17856,Spain,
403030,,Mas Oliva Giberta,Montagut i Oix,GIRONA,17856,Spain,
434004,,El Saguer,Montagut i Oix,GIRONA,17856,Spain,
403030,,Mas Oliva Giberta,Montagut i Oix,GIRONA,17856,Spain,
606521,,"Fort, 5",Ullastret,GIRONA,17200,Spain,
600483,,"pl. de la Font, 3 de Fontclara",Palau-sator,GIRONA,17256,Spain,
600483,,"pl. de la Font, 3 de Fontclara",Palau-sator,GIRONA,17256,Spain,
600483,,"pl. de la Font, 3 de Fontclara",Palau-sator,GIRONA,17256,Spain,
434032,1,DE LA VILA,,GIRONA,17256,Spain,
600483,,"pl. de la Font, 3 de Fontclara",Palau-sator,GIRONA,17256,Spain,
604677,,"Ponent, 6",Palau-sator,GIRONA,17256,Spain,
633982,2,Ramal,Parlavà,GIRONA,17133,Spain,
633982,2,Ramal,Parlavà,GIRONA,17133,Spain,
633755,,Mas Pareta,,GIRONA,17133,Spain,
885409,SN,PARETA,Parlavà,GIRONA,17133,Spain,
885415,SN,PARETA,Parlavà,GIRONA,17133,Spain,
765304,,Mas Can Pere Pau,Pedret i Marzà,GIRONA,17493,Spain,
424966,,Mas Roca del Fluvià,Pontós,GIRONA,17773,Spain,
550068,20,Ausias March,Porqueres,GIRONA,17846,Spain,
811370,,paratge Ventajola,Puigcerdà,GIRONA,17520,Spain,
811491,,paratge Ventajola,Puigcerdà,GIRONA,17520,Spain,
811360,,paratge Ventajola,Puigcerdà,GIRONA,17520,Spain,
811366,,paratge Ventajola,Puigcerdà,GIRONA,17520,Spain,
794023,,"Ripoll, 3",Puigcerdà,GIRONA,17520,Spain,
623737,3,Ripoll,Puigcerdà,GIRONA,17520,Spain,
735527,4,"C/. Palau, núm. 4",Puigcerdà,GIRONA,17529,Spain,
623737,3,Ripoll,Puigcerdà,GIRONA,17529,Spain,
814552,2,Major,Planoles,GIRONA,17534,Spain,
867132,s/n,Constitució,Ribes de Freser,GIRONA,17534,Spain,
846363,,La Miana,Sant Ferriol,GIRONA,17850,Spain,
875000,s/n,La Miana,Sant Ferriol,GIRONA,17850,Spain,
874993,s/n,La Miana,Sant Ferriol,GIRONA,17850,Spain,
816007,s/n,Can Llusca,Sant Gregori,GIRONA,17199,Spain,
888709,sn,Can Lladó,Sant Gregori,GIRONA,17199,Spain,
886979,s/n,Can Lladó,Sant Gregori,GIRONA,17199,Spain,
403659,,Can Canals,Sant Martí de Llémena,GIRONA,17152,Spain,
744477,,Pla de Sant Joan,Sant Martí de Llémena,GIRONA,17153,Spain,
668264,,Vall Llèmana,Sant Martí de Llémena,GIRONA,17152,Spain,
867128,s/n,Calvari,Queralbs,GIRONA,17534,Spain,
788629,,"Ca l'Astor, cra. d'Isona, km 22.5",Abella de la Conca,LLEIDA,25651,Spain,
750077,,"Pl. Major, 1 La Donzell d'Urgell",Agramunt,LLEIDA,25317,Spain,
788624,,"Avall, 15",Agramunt,LLEIDA,25317,Spain,
595136,,Casa Mestre Gros,Alàs i Cerc,LLEIDA,25718,Spain,
433737,s/n,Gabatxó,Alins,LLEIDA,25573,Spain,
510624,,"Major, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433927,,"La Plaça, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433723,,"Únic, s/n",Alins,LLEIDA,25575,Spain,
433842,,"Capdevila, s/n",Alins,LLEIDA,25575,Spain,
433927,,"La Plaça, s/n",Alins,LLEIDA,25575,Spain,
628864,,"Pica d'Estats, s/n",Alins,LLEIDA,25574,Spain,
510617,,"Major, 22",Alt Àneu,LLEIDA,25586,Spain,
433753,,"Major, s/n",Alt Àneu,LLEIDA,25587,Spain,
433760,3,Del Mig,Alt Àneu,LLEIDA,25587,Spain,
433824,s/n,"Únic,",Alt Àneu,LLEIDA,25587,Spain,
433708,1,del Fort,Naut Aran,LLEIDA,25539,Spain,
433708,1,del Fort,Naut Aran,LLEIDA,25539,Spain,
817393,19,Major,Naut Aran,LLEIDA,25598,Spain,
433756,,"Travessia Major, 6",Naut Aran,LLEIDA,25598,Spain,
787680,9,Els Verns,"Seu d'Urgell, La",LLEIDA,25722,Spain,
787680,9,Els Verns,"Seu d'Urgell, La",LLEIDA,25722,Spain,
787680,9,Els Verns,"Seu d'Urgell, La",LLEIDA,25722,Spain,
766054,,Casa Castella,"Pont de Bar, El",LLEIDA,25722,Spain,
766054,,Casa Castella,"Pont de Bar, El",LLEIDA,25722,Spain,
434122,,"Major, 13",Arres,LLEIDA,25551,Spain,
805913,42,Verge del Pla,Artesa de Segre,LLEIDA,25738,Spain,
756195,,"Sant Sebastià, 6",Artesa de Segre,LLEIDA,25738,Spain,
756195,,"Sant Sebastià, 6",Artesa de Segre,LLEIDA,25738,Spain,
814444,s/n,Afores,Artesa de Segre,LLEIDA,25738,Spain,
433915,,"Sols de Vila, 15","Avellanes, Les i Santa Linya",LLEIDA,25611,Spain,
765111,,Casa Sisquet,Baix Pallars,LLEIDA,25513,Spain,
845197,s/n,Hereu,Baix Pallars,LLEIDA,25513,Spain,
812339,s/n,Afores,"Baronia de Rialb, La",LLEIDA,25747,Spain,
805243,,Gabernet,"Baronia de Rialb, La",LLEIDA,25747,Spain,
764267,,"Del Riu, 1","Vall de Boí, La",LLEIDA,25527,Spain,
426240,,"Cra. Caldes de Boí, s/n.","Vall de Boí, La",LLEIDA,25527,Spain,
597716,39,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
433772,,Les Cabanasses,"Vall de Boí, La",LLEIDA,25526,Spain,
789221,51,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
597716,39,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
597716,39,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
433733,19,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
764267,,"Del Riu, 1","Vall de Boí, La",LLEIDA,25527,Spain,
789221,51,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
433741,32,Major,"Vall de Boí, La",LLEIDA,25527,Spain,
433741,32,Major,"Vall de Boí, La",LLEIDA,25527,Spain,
433733,19,Sant Feliu,"Vall de Boí, La",LLEIDA,25527,Spain,
433777,,"Major, s/n  Casa Coll","Vall de Boí, La",LLEIDA,25527,Spain,
433806,,"Major, 35","Vall de Boí, La",LLEIDA,25527,Spain,
433806,,"Major, 35","Vall de Boí, La",LLEIDA,25527,Spain,
764267,,"Del Riu, 1","Vall de Boí, La",LLEIDA,25527,Spain,
433905,,"Únic, s/n","Vall de Boí, La",LLEIDA,25528,Spain,
433370,,"Unic, s/n","Vall de Boí, La",LLEIDA,25528,Spain,
597766,s/n,Únic,"Vall de Boí, La",LLEIDA,25528,Spain,
433873,2,Treió,"Vall de Boí, La",LLEIDA,25528,Spain,
433873,2,Treió,"Vall de Boí, La",LLEIDA,25528,Spain,
492063,6,Monestir de Lavaix,"Pont de Suert, El",LLEIDA,25526,Spain,
434140,,"Únic, s/n","Vall de Boí, La",LLEIDA,25526,Spain,
434140,,"Únic, s/n","Vall de Boí, La",LLEIDA,25526,Spain,
434140,,"Únic, s/n","Vall de Boí, La",LLEIDA,25526,Spain,
492063,6,Monestir de Lavaix,"Pont de Suert, El",LLEIDA,25526,Spain,
588813,,"Santa Eulàlia, 1","Vall de Boí, La",LLEIDA,25528,Spain,
665940,15,"Passeig Sant Feliu, s/n","Vall de Boí, La",LLEIDA,25527,Spain,
416848,16,PERNALLE,"Vall de Boí, La",LLEIDA,25528,Spain,
588813,,"Santa Eulàlia, 1","Vall de Boí, La",LLEIDA,25528,Spain,
588813,,"Santa Eulàlia, 1","Vall de Boí, La",LLEIDA,25528,Spain,
588813,,"Santa Eulàlia, 1","Vall de Boí, La",LLEIDA,25528,Spain,
433937,,"Arnalló, s/n","Vall de Boí, La",LLEIDA,25526,Spain,
433757,5,del Riu,"Vall de Boí, La",LLEIDA,25528,Spain,
433783,s/n,Únic,"Vall de Boí, La",LLEIDA,25528,Spain,
758332,17,Passeig Sant Feliu,"Vall de Boí, La",LLEIDA,25528,Spain,
434084,6,Pradet,"Vall de Boí, La",LLEIDA,25528,Spain,
433729,15,Església,"Vall de Boí, La",LLEIDA,25528,Spain,
433726,,"Únic, s/n","Vall de Boí, La",LLEIDA,25528,Spain,
433729,15,Església,"Vall de Boí, La",LLEIDA,25527,Spain,
433768,,"Únic, s/n","Vall de Boí, La",LLEIDA,25528,Spain,
750484,42,Rovira Roure,Lleida,LLEIDA,25289,Spain,
804680,,Mas la Portella,Bassella,LLEIDA,25792,Spain,
433865,,Casa el Molí,Bassella,LLEIDA,25289,Spain,
433865,,Casa el Molí,Bassella,LLEIDA,25289,Spain,
843116,5,Rabioses,"Cruïlles, Monells i Sant Sadurní de l'Heura",GIRONA,17116,Spain,
775297,,Mas Vilà,"Cruïlles, Monells i Sant Sadurní de l'Heura",GIRONA,17121,Spain,
775297,,Mas Vilà,"Cruïlles, Monells i Sant Sadurní de l'Heura",GIRONA,17121,Spain,
861145,s/n,"de Sies, Mad Dàlia (antic Mas de Portós)","Cruïlles, Monells i Sant Sadurní de l'Heura",GIRONA,17121,Spain,
327921,,"Cases Noves, 5","Cruïlles, Monells i Sant Sadurní de l'Heura",GIRONA,17118,Spain,
624510,22,Marina,Corçà,GIRONA,17110,Spain,
811876,,"Vinyavella de ca L'Ametller
                    (Poligon.9-Parcel·la 119)",Forallac,GIRONA,17110,Spain,
869315,,Patiàs- Jardins de l'Empordà,Forallac,GIRONA,17110,Spain,
729079,,Mas Bofill,Forallac,GIRONA,17113,Spain,
434181,6,Roca,Forallac,GIRONA,17113,Spain,
434125,1,De la Torre,Forallac,GIRONA,17113,Spain,
688593,1,"Mas Geli, 1",Forallac,GIRONA,17113,Spain,
806967,,"Únic, s/n",Tremp,LLEIDA,25620,Spain,
643035,,Cal Civis,"Valls de Valira, Les",LLEIDA,25798,Spain,
813402,s/n,Església-Ed. Torreó,Montferrer i Castellbò,LLEIDA,25722,Spain,
433879,,Fenollet,Coll de Nargó,LLEIDA,25794,Spain,
433877,,"Coll de Nargó-Isona, km 24",Coll de Nargó,LLEIDA,25793,Spain,
433877,,"Coll de Nargó-Isona, km 24",Coll de Nargó,LLEIDA,25793,Spain,
809891,s/n,L'oliva,Coll de Nargó,LLEIDA,25793,Spain,
632323,,,,LLEIDA,25215,Spain,
632323,,,,LLEIDA,25215,Spain,
632323,,,,LLEIDA,25215,Spain,
434190,s/n,"Únic, s/n",Esterri de Cardós,LLEIDA,25571,Spain,
434190,s/n,"Únic, s/n",Esterri de Cardós,LLEIDA,25571,Spain,
810098,s/n,"Únic, s/n",Esterri de Cardós,LLEIDA,25571,Spain,
661000,s/n,Casa Bonicoi,Farrera,LLEIDA,25595,Spain,
842623,,"Única, s/n",Farrera,LLEIDA,25595,Spain,
433781,2,Únic,Gavet de la Conca,LLEIDA,25639,Spain,
852942,2,Únic,Gavet de la Conca,LLEIDA,25639,Spain,
852938,2,Únic,Gavet de la Conca,LLEIDA,25639,Spain,
492871,,"Únic, 2",Guissona,LLEIDA,25210,Spain,
885342,Km.1,Alfarràs,Ivars de Noguera,LLEIDA,25122,Spain,
434036,,"Casa Ros, s/n",Isona i Conca Dellà,LLEIDA,25657,Spain,
630734,,"Carretera, 21",Isona i Conca Dellà,LLEIDA,25656,Spain,
784462,s/n,Carretera,Isona i Conca Dellà,LLEIDA,25656,Spain,
630734,,"Carretera, 21",Isona i Conca Dellà,LLEIDA,25656,Spain,
606399,,"Av. del Prat, s/n",Isona i Conca Dellà,LLEIDA,25655,Spain,
433895,,Casa Rabassó,Lladorre,LLEIDA,25576,Spain,
433826,,Afores,Santa Cristina d'Aro,GIRONA,17246,Spain,
594693,s/num,Mas el Molí,Sant Aniol de Finestres,GIRONA,17154,Spain,
844686,,Baié,Sant Aniol de Finestres,GIRONA,17154,Spain,
625646,,Mas Molera,Sant Joan les Fonts,GIRONA,17857,Spain,
625646,,Mas Molera,Sant Joan les Fonts,GIRONA,17857,Spain,
625646,,Mas Molera,Sant Joan les Fonts,GIRONA,17857,Spain,
434213,1,Mas Ferrer Pages,Saus,GIRONA,17465,Spain,
351687,,Mas Ferrer Pagès,Saus,GIRONA,17465,Spain,
434213,1,Mas Ferrer Pages,Saus,GIRONA,17465,Spain,
842088,2,Estany,Saus,GIRONA,17465,Spain,
885622,3,del Puig,,GIRONA,17465,Spain,
885628,3,del Puig,,GIRONA,17465,Spain,
812380,16,Les Brugueres,"Cellera de Ter, La",GIRONA,17165,Spain,
886422,5,del Far- Bustia,Susqueda,GIRONA,17166,Spain,
556881,,Mas Cugumells,Toses,GIRONA,17536,Spain,
814564,5,Països Catalanas,Toses,GIRONA,17536,Spain,
434203,16,Mulleras,Olot,GIRONA,17176,Spain,
891932,7,Vic,"Vall d'en Bas, La",GIRONA,17177,Spain,
497937,,Mas El Ferres,"Vall d'en Bas, La",GIRONA,17176,Spain,
773022,,Can Riera,"Vall d'en Bas, La",GIRONA,17176,Spain,
497937,,Mas El Ferres,"Vall d'en Bas, La",GIRONA,17176,Spain,
885719,s/n,Joanetes a Coll Bracons,"Vall d'en Bas, La",GIRONA,17176,Spain,
433945,,Mas Rubió,"Vall d'en Bas, La",GIRONA,17176,Spain,
497937,,Mas El Ferres,"Vall d'en Bas, La",GIRONA,17176,Spain,
749336,,Mas les Comelles,"Vall d'en Bas, La",GIRONA,17176,Spain,
434093,,Mas  Garganta,"Vall d'en Bas, La",GIRONA,17179,Spain,
566986,79,Catalunya,Barcelona,GIRONA,17176,Spain,
804508,24,Volcà Montcal,Olot,GIRONA,17178,Spain,
853500,,Can Planes,"Vall de Bianya, La",GIRONA,17813,Spain,
421987,,Mas la Peça.,"Vall de Bianya, La",GIRONA,17813,Spain,
798867,,Coma d'en Roca,"Vall de Bianya, La",GIRONA,17813,Spain,
421987,,Mas la Peça.,"Vall de Bianya, La",GIRONA,17813,Spain,
606588,4,Joaquim Vayreda,Olot,GIRONA,17813,Spain,
434023,,El Guitart (Hostalnou de Bianya),"Vall de Bianya, La",GIRONA,17813,Spain,
810936,11-12,Prat,"Vall de Bianya, La",GIRONA,17813,Spain,
434023,,El Guitart (Hostalnou de Bianya),"Vall de Bianya, La",GIRONA,17813,Spain,
434023,,El Guitart (Hostalnou de Bianya),"Vall de Bianya, La",GIRONA,17813,Spain,
840735,11,Prat,"Vall de Bianya, La",GIRONA,17813,Spain,
840731,11,Prat,"Vall de Bianya, La",GIRONA,17813,Spain,
434021,,Vall del Bac,"Vall de Bianya, La",GIRONA,17813,Spain,
624408,1,Sant Sadurní,Ventalló,GIRONA,17472,Spain,
649753,,Mas Guitart,Vilademuls,GIRONA,17468,Spain,
649753,,Mas Guitart,Vilademuls,GIRONA,17468,Spain,
434117,,Masos de l'Estopera,Vilademuls,GIRONA,17468,Spain,
892361,,Torrent - Parets d'Empordà,Vilademuls,GIRONA,17468,Spain,
850422,s/n,Mas Huguet,Vilademuls,GIRONA,17468,Spain,
434187,,Mas dels Frares,Vilademuls,GIRONA,17468,Spain,
873525,,Hotel el Serrat,Vilallonga de Ter,GIRONA,17869,Spain,
873527,,Hotel el Serrat,Vilallonga de Ter,GIRONA,17869,Spain,
597158,,Can Muní,Vilopriu,GIRONA,17466,Spain,
806361,,"Únic, s/n",Lladorre,LLEIDA,25577,Spain,
423416,,"Únic, s/n",Lladorre,LLEIDA,25577,Spain,
817198,s/n,Vilanova d'Isanta,Lladurs,LLEIDA,25283,Spain,
817196,s/n,Vilanova d'Isanta,Lladurs,LLEIDA,25283,Spain,
494654,,"Major, 17",Lles de Cerdanya,LLEIDA,25726,Spain,
433976,,Cal Mariano,Lles de Cerdanya,LLEIDA,25726,Spain,
616790,3,Major,Lles de Cerdanya,LLEIDA,25726,Spain,
809359,,Ca L'Escola,Lles de Cerdanya,LLEIDA,25726,Spain,
673665,,"Castellina, 3",Lles de Cerdanya,LLEIDA,25726,Spain,
661399,,Cal Mateuet,Lles de Cerdanya,LLEIDA,25726,Spain,
807720,,Cal Mateuet,Lles de Cerdanya,LLEIDA,25726,Spain,
661399,,Cal Mateuet,Lles de Cerdanya,LLEIDA,25726,Spain,
895145,,"Major, 2",Massoteres,LLEIDA,25211,Spain,
767600,2,Av. Catalunya,"Plans de Sió, Els",LLEIDA,25211,Spain,
592827,,"Fluvià, 15",Guissona,LLEIDA,25211,Spain,
625232,,Casa Palà,"Molsosa, La",LLEIDA,8281,Spain,
625232,,Casa Palà,"Molsosa, La",LLEIDA,8281,Spain,
768747,.,.,,LLEIDA,8281,Spain,
817576,14,Pere Sarret,Montellà i Martinet,LLEIDA,25725,Spain,
817579,14,Pere Sarret,Montellà i Martinet,LLEIDA,25725,Spain,
433940,17,Major,Montellà i Martinet,LLEIDA,25725,Spain,
853078,2,Tossal,Montellà i Martinet,LLEIDA,25725,Spain,
807061,s/n,Cal Gol,Montferrer i Castellbò,LLEIDA,25712,Spain,
807066,s/n,Cal gol,Montferrer i Castellbò,LLEIDA,25712,Spain,
604856,s/n,Cal Gol,Montferrer i Castellbò,LLEIDA,25712,Spain,
604856,s/n,Cal Gol,Montferrer i Castellbò,LLEIDA,25712,Spain,
806260,20,Major,Montferrer i Castellbò,LLEIDA,25712,Spain,
434155,,"Major, 1",Montferrer i Castellbò,LLEIDA,25712,Spain,
632650,s/n,Cal Maro,,LLEIDA,25712,Spain,
434047,,"Únic, s/n",Montferrer i Castellbò,LLEIDA,25714,Spain,
617393,1,"Ermita, 1 (Cal Lleis) GUILS DEL CANTÓ",Montferrer i Castellbò,LLEIDA,25714,Spain,
869640,,"Església, 2",Montferrer i Castellbò,LLEIDA,25712,Spain,
630072,,"Únic, s/n",Montferrer i Castellbò,LLEIDA,25712,Spain,
805252,,"Únic, s/n",Montferrer i Castellbò,LLEIDA,25712,Spain,
813690,s/n,Casa Bertolina,Navès,LLEIDA,25286,Spain,
590327,10,Pedraforca,Olius,LLEIDA,25283,Spain,
616173,,"Sant Pau, 27 esc.A 4t-3a",Solsona,LLEIDA,25283,Spain,
590327,10,Pedraforca,Olius,LLEIDA,25283,Spain,
604866,,"Cra. d'Artesa, 8",Agramunt,LLEIDA,25318,Spain,
774597,8,"Cra. d'Artesa, 8",Agramunt,LLEIDA,25318,Spain,
847961,2,Majjor,Oliola,LLEIDA,25318,Spain,
675454,,"Torre Franquesa, s/n",Bell-lloc d'Urgell,LLEIDA,25214,Spain,
812517,12,Del Forn,"Oluges, Les",LLEIDA,25214,Spain,
767182,28,"Major, 28",Sant Ramon,LLEIDA,25214,Spain,
